rentree_scolaire,region_academique,academie,departement,commune,numero_lycee,denomination_principale,patronyme,secteur,nombre_d_eleves,2ndes_gt,2ndes_gt_filles,2ndes_gt_garcons,2ndes_gt_lv1_allemand,2ndes_gt_lv1_anglais,2ndes_gt_lv1_espagnol
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LES PAVILLONS-SOUS-BOIS,0930136T,LPO LYCEE DES METIERS,CLAUDE-NICOLAS LEDOUX,PUBLIC,161,69,26,43,0,69,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LES PAVILLONS-SOUS-BOIS,0931813R,LYCEE GENERAL PRIVE,ALLIANCE,PRIVE,161,64,40,24,0,64,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LIVRY-GARGAN,0931585T,LYCEE GENERAL ET TECHNOLOGIQUE,ANDRE BOULLOCHE,PUBLIC,1155,381,188,193,32,349,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,LIVRY-GARGAN,0932120Z,LPO LYCEE DES METIERS,HENRI SELLIER,PUBLIC,478,219,124,95,0,219,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,0930121B,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN JAURES,PUBLIC,1375,415,260,155,3,407,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,0930122C,LYCEE GENERAL ET TECHNOLOGIQUE,CONDORCET,PUBLIC,652,246,106,140,0,246,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,0930965U,LYCEE GENERAL PRIVE,HENRI MATISSE,PRIVE,316,119,68,51,1,118,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,0931796X,LYCEE GENERAL ET TECHNOLOGIQUE,ORT,PRIVE,148,62,29,33,0,61,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,MONTREUIL,0932116V,LPO LYCEE DES METIERS,EUGENIE COTTON,PUBLIC,210,57,37,20,0,57,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,NEUILLY-SUR-MARNE,0932291K,LPO LYCEE DES METIERS,NICOLAS-JOSEPH CUGNOT,PUBLIC,341,128,65,63,4,123,1
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,NOISY-LE-GRAND,0931565W,LYCEE GENERAL ET TECHNOLOGIQUE,FLORA TRISTAN,PUBLIC,941,309,189,120,9,292,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,NOISY-LE-GRAND,0932036H,LYCEE GENERAL ET TECHNOLOGIQUE,FRANCOISE CABRINI,PRIVE,832,280,149,131,0,280,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,NOISY-LE-GRAND,0932047V,LPO LYCEE DES METIERS,EVARISTE GALOIS,PUBLIC,850,315,156,159,0,315,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,NOISY-LE-GRAND,0932638M,LYCEE POLYVALENT,INTERNATIONAL DE L'EST PARISIE,PUBLIC,585,226,151,75,0,95,22
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,NOISY-LE-SEC,0930123D,LYCEE GENERAL ET TECHNOLOGIQUE,OLYMPE DE GOUGES,PUBLIC,921,327,183,144,0,327,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,PANTIN,0930124E,LYCEE GENERAL ET TECHNOLOGIQUE,MARCELIN BERTHELOT,PUBLIC,886,307,155,152,0,307,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,PANTIN,0930135S,LYCEE PROFESSIONNEL,SIMONE WEIL,PUBLIC,67,0,0,0,0,0,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,PANTIN,0932117W,LYCEE POLYVALENT,LUCIE AUBRAC,PUBLIC,345,100,54,46,2,98,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,PANTIN,0932653D,LYCEE GENERAL PRIVE,SAINT JOSEPH LA SALLE,PRIVE,251,109,50,59,0,109,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,PIERREFITTE-SUR-SEINE,0932783V,LYCEE GENERAL ET TECHNOLOGIQUE,JOSEPHINE BAKER,PUBLIC,381,235,122,113,0,235,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,ROMAINVILLE,0932267J,LPO LYCEE DES METIERS,LIBERTE,PUBLIC,219,106,52,54,0,106,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,ROSNY-SOUS-BOIS,0932031C,LYCEE GENERAL ET TECHNOLOGIQUE,CHARLES DE GAULLE,PUBLIC,830,266,133,133,0,266,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,SAINT-DENIS,0930125F,LYCEE GENERAL ET TECHNOLOGIQUE,PAUL ELUARD,PUBLIC,1433,418,226,192,0,418,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,SAINT-DENIS,0931797Y,LYC POLYVAL PRIVE DES METIERS,JEAN-BAPTISTE DE LA SALLE,PRIVE,625,239,106,133,0,239,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,SAINT-DENIS,0932121A,LPO LYCEE DES METIERS,SUGER,PUBLIC,572,175,102,73,0,145,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,SAINT-DENIS,0932667U,LYCEE POLYVALENT,ANGELA DAVIS,PUBLIC,814,215,130,85,1,214,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,SAINT-OUEN,0930126G,LYCEE POLYVALENT,AUGUSTE BLANQUI,PUBLIC,701,207,102,105,6,201,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,SAINT-OUEN,0932074Z,LPO LYCEE DES METIERS,MARCEL CACHIN,PUBLIC,334,151,80,71,3,148,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,SEVRAN,0932048W,LYCEE POLYVALENT,BLAISE CENDRARS,PUBLIC,950,284,172,112,15,269,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,STAINS,0932030B,LYCEE POLYVALENT,MAURICE UTRILLO,PUBLIC,879,324,192,132,0,324,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,STAINS,0932654E,LYCEE GENERAL PRIVE,SAINTE MARIE,PRIVE,174,66,37,29,0,66,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,TREMBLAY-EN-FRANCE,0932046U,LPO LYCEE DES METIERS,LEONARD DE VINCI,PUBLIC,731,286,157,129,0,286,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,VAUJOURS,0931799A,LYCEE GENERAL PRIVE,FENELON,PRIVE,559,221,114,107,0,221,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,VILLEMOMBLE,0930127H,LYCEE GENERAL ET TECHNOLOGIQUE,GEORGES CLEMENCEAU,PUBLIC,1208,428,223,205,4,423,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,VILLEMOMBLE,0930974D,LYCEE GENERAL PRIVE,BLANCHE DE CASTILLE,PRIVE,664,239,124,115,0,239,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,VILLEMOMBLE,0932221J,LPO LYCEE DES METIERS,BLAISE PASCAL,PUBLIC,82,23,14,9,0,23,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,VILLEPINTE,0931584S,LYCEE POLYVALENT,JEAN ROSTAND,PUBLIC,1291,385,199,186,0,385,0
2022,ILE-DE-FRANCE,CRETEIL,SEINE-SAINT-DENIS,VILLEPINTE,0932260B,LPO LYCEE DES METIERS,GEORGES BRASSENS,PUBLIC,179,60,30,30,0,60,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,ALFORTVILLE,0940126B,LPO LYCEE DES METIERS,MAXIMILIEN PERRET,PUBLIC,615,227,115,112,0,227,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,BOISSY-SAINT-LEGER,0941909P,LYCEE GENERAL PRIVE,BERNARD PALISSY,PRIVE,14,0,0,0,0,0,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CACHAN,0940580V,LYCEE POLYVALENT,LYCEE POLYVALENT DE CACHAN,PUBLIC,1402,409,187,222,0,409,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHAMPIGNY-SUR-MARNE,0940112L,LPO LYCEE DES METIERS,LOUISE MICHEL,PUBLIC,653,211,127,84,3,208,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHAMPIGNY-SUR-MARNE,0940113M,LYCEE POLYVALENT,LANGEVIN-WALLON,PUBLIC,539,169,84,85,0,169,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHAMPIGNY-SUR-MARNE,0941951K,LYCEE POLYVALENT,MARX DORMOY,PUBLIC,653,240,141,99,0,239,1
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHARENTON-LE-PONT,0941877E,LYCEE GENERAL PRIVE,NOTRE DAME DES MISSIONS,PRIVE,471,179,83,96,0,179,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHARENTON-LE-PONT,0941974K,LYCEE POLYVALENT,ROBERT SCHUMAN,PUBLIC,572,189,99,90,0,189,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHENNEVIERES-SUR-MARNE,0941470M,LYCEE POLYVALENT,SAMUEL DE CHAMPLAIN,PUBLIC,1289,443,235,208,21,422,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHEVILLY-LARUE,0942269F,LPO LYCEE DES METIERS,PAULINE ROLAND,PUBLIC,473,209,121,88,0,209,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CHOISY-LE-ROI,0940885B,LYCEE GENERAL PRIVE,SAINT ANDRE,PRIVE,413,143,74,69,10,133,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CRETEIL,0940114N,LYCEE POLYVALENT,ANTOINE DE SAINT EXUPERY,PUBLIC,766,266,149,117,9,257,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CRETEIL,0941018W,LYCEE POLYVALENT,EDOUARD BRANLY,PUBLIC,368,107,30,77,0,107,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CRETEIL,0941413A,LYCEE POLYVALENT,LEON BLUM,PUBLIC,804,271,162,109,0,271,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CRETEIL,0941711Z,LYCEE GENERAL PRIVE,OZAR HATORAH FILLES,PRIVE,123,50,50,0,0,50,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CRETEIL,0941930M,LYCEE POLYVALENT,JOHANNES GUTENBERG,PUBLIC,886,236,164,72,0,235,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CRETEIL,0941943B,LYCEE GENERAL PRIVE,OZAR HATORAH GARCONS,PRIVE,94,29,0,29,0,29,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,CRETEIL,0942354Y,LYCEE GENERAL ET TECHNOLOGIQUE,ENSEMBLE SAINTE MARIE,PRIVE,435,137,65,72,0,137,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,FONTENAY-SOUS-BOIS,0941347D,LYCEE GENERAL ET TECHNOLOGIQUE,PABLO PICASSO,PUBLIC,776,278,158,120,15,263,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,FRESNES,0941301D,LYCEE POLYVALENT,FREDERIC MISTRAL,PUBLIC,1144,410,207,203,0,410,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,IVRY-SUR-SEINE,0940115P,LYCEE GENERAL ET TECHNOLOGIQUE,ROMAIN ROLLAND,PUBLIC,1104,395,197,198,21,374,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,IVRY-SUR-SEINE,0941972H,LPO LYCEE DES METIERS,FERNAND LEGER,PUBLIC,229,94,64,30,0,94,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,LE KREMLIN-BICETRE,0941474S,LYCEE POLYVALENT,DARIUS MILHAUD,PUBLIC,1126,383,186,197,3,380,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,LE PERREUX-SUR-MARNE,0940119U,LYCEE POLYVALENT,PAUL DOUMER,PUBLIC,915,280,136,144,0,280,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,LIMEIL-BREVANNES,0940742W,LYCEE POLYVALENT,GUILLAUME BUDE,PUBLIC,1390,511,254,257,0,511,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,MAISONS-ALFORT,0940116R,LYCEE GENERAL ET TECHNOLOGIQUE,EUGENE DELACROIX,PUBLIC,1188,410,218,192,26,349,35
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,NOGENT-SUR-MARNE,0940117S,LYCEE POLYVALENT,EDOUARD BRANLY,PUBLIC,861,294,157,137,21,273,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,NOGENT-SUR-MARNE,0940118T,LPO LYCEE DES METIERS,LOUIS ARMAND,PUBLIC,374,129,42,87,8,121,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,NOGENT-SUR-MARNE,0940137N,LP LYCEE DES METIERS,LA SOURCE,PUBLIC,12,0,0,0,0,0,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,NOGENT-SUR-MARNE,0940880W,LYCEE GENERAL PRIVE,ALBERT DE MUN,PRIVE,578,206,90,116,0,206,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,NOGENT-SUR-MARNE,0940881X,LYCEE GENERAL PRIVE,MONTALEMBERT,PRIVE,355,130,63,67,0,130,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,SAINT-MANDE,0940882Y,LYCEE GENERAL ET TECHNOLOGIQUE,SAINT MICHEL,PRIVE,416,161,93,68,0,161,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,SAINT-MAUR-DES-FOSSES,0940120V,LYCEE GENERAL ET TECHNOLOGIQUE,MARCELIN BERTHELOT,PUBLIC,1089,352,184,168,0,322,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,SAINT-MAUR-DES-FOSSES,0940121W,LYCEE GENERAL ET TECHNOLOGIQUE,D'ARSONVAL,PUBLIC,1009,348,169,179,0,348,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,SAINT-MAUR-DES-FOSSES,0940122X,LYCEE POLYVALENT,CONDORCET,PUBLIC,720,245,134,111,1,244,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,SAINT-MAUR-DES-FOSSES,0940585A,LPO LYCEE DES METIERS,FRANCOIS MANSART,PUBLIC,461,158,90,68,2,156,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,SAINT-MAUR-DES-FOSSES,0940878U,LYCEE GENERAL ET TECHNOLOGIQUE,TEILHARD DE CHARDIN,PRIVE,971,325,147,178,0,325,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,SUCY-EN-BRIE,0940891H,LYCEE GENERAL PRIVE,PETIT VAL,PRIVE,430,155,90,65,22,133,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,SUCY-EN-BRIE,0941918Z,LYCEE POLYVALENT,CHRISTOPHE COLOMB,PUBLIC,922,313,175,138,0,313,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,SUCY-EN-BRIE,0942130E,LPO LYCEE DES METIERS,MONTALEAU,PUBLIC,56,0,0,0,0,0,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,THIAIS,0940123Y,LYCEE GENERAL ET TECHNOLOGIQUE,GUILLAUME APOLLINAIRE,PUBLIC,1356,483,255,228,0,483,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,THIAIS,0942376X,LYCEE GENERAL PRIVE,COURS DU HAMEAU,PRIVE,44,19,10,9,0,19,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VILLEJUIF,0942443V,LYCEE GEN.ET TECHNOL.PRIVE,SAINT-JOSEPH,PRIVE,234,96,40,56,0,96,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VILLENEUVE-LE-ROI,0940743X,LYCEE POLYVALENT,GEORGES BRASSENS,PUBLIC,970,341,189,152,0,341,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VILLENEUVE-SAINT-GEORGES,0941952L,LYCEE POLYVALENT,FRANCOIS ARAGO,PUBLIC,658,273,141,132,0,273,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VINCENNES,0940124Z,LYCEE GENERAL ET TECHNOLOGIQUE,HECTOR BERLIOZ,PUBLIC,1144,355,180,175,0,355,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VINCENNES,0940821G,LYCEE GENERAL ET TECHNOLOGIQUE,GREGOR MENDEL,PRIVE,368,88,54,34,0,88,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VINCENNES,0940822H,LYCEE GENERAL ET TECHNOLOGIQUE,CLAUDE-NICOLAS LEDOUX,PRIVE,543,169,95,74,0,169,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VINCENNES,0940877T,LYCEE GENERAL PRIVE,NOTRE DAME DE LA PROVIDENCE,PRIVE,406,135,75,60,15,120,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VITRY-SUR-SEINE,0940129E,LPO LYCEE DES METIERS,JEAN MACE,PUBLIC,1097,336,179,157,0,336,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VITRY-SUR-SEINE,0941294W,LPO LYCEE DES METIERS,ADOLPHE CHERIOUX,PUBLIC,755,295,161,134,8,286,0
2022,ILE-DE-FRANCE,CRETEIL,VAL-DE-MARNE,VITRY-SUR-SEINE,0941719H,LYCEE GENERAL ET TECHNOLOGIQUE,EPIN,PRIVE,255,129,69,60,0,129,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750673Z,LYCEE GENERAL,COLBERT,PUBLIC,664,272,144,128,0,272,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750674A,LYCEE TECHNOLOGIQUE,JULES SIEGFRIED,PUBLIC,182,0,0,0,0,0,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753883N,LYCEE GENERAL PRIVE,EDGAR POE,PRIVE,306,104,48,56,0,103,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753885R,LYCEE GENERAL PRIVE,ROCROY SAINT-VINCENT DE PAUL,PRIVE,653,230,123,107,0,230,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753887T,LYCEE GENERAL PRIVE,BOSSUET-NOTRE-DAME,PRIVE,532,187,100,87,0,187,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750558Z,LYCEE POLYVALENT,PAUL POIRET,PUBLIC,15,0,0,0,0,0,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750675B,LYCEE GENERAL ET TECHNOLOGIQUE,VOLTAIRE,PUBLIC,962,411,177,234,0,411,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750676C,LPO LYCEE DES METIERS,DORIAN,PUBLIC,445,124,47,77,0,122,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753890W,LYCEE GEN.ET TECHNOL. PRIVE,CHARLES PEGUY,PRIVE,555,191,122,69,10,181,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754089M,LYCEE POUR HANDICAPES PRIVE,VOTRE ECOLE CHEZ VOUS FRANCE Q,PRIVE,10,3,1,2,0,3,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754479L,LYCEE GENERAL PRIVE,OZAR HATORAH,PRIVE,163,69,25,44,0,68,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750677D,LYCEE POLYVALENT,ELISA LEMONNIER,PUBLIC,422,128,73,55,0,128,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750679F,LYCEE GENERAL ET TECHNOLOGIQUE,PAUL VALERY,PUBLIC,624,137,49,88,0,136,1
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750680G,LYCEE GENERAL ET TECHNOLOGIQUE,ARAGO,PUBLIC,750,245,121,124,3,242,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750681H,LPO LYCEE DES METIERS,BOULLE ESAA,PUBLIC,184,29,22,7,0,29,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753897D,LYCEE GENERAL PRIVE,SAINT-MICHEL DE PICPUS,PRIVE,952,362,188,174,42,320,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753898E,LYCEE GENERAL PRIVE,E. NAPOLEON ST PIERRE FOURIER,PRIVE,508,205,108,97,2,203,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753935V,LYCEE GENERAL PRIVE,GEORGES LEVEN,PRIVE,276,97,49,48,0,97,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750330B,LYCEE TECHNOLOGIQUE PRIVE,EC TECHNIQUE SUP LABORATOIRE,PRIVE,99,15,5,10,0,15,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750682J,LYCEE GENERAL,RODIN,PUBLIC,731,266,113,153,0,266,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750683K,LYCEE GENERAL,CLAUDE MONET,PUBLIC,1021,352,188,164,0,289,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750684L,LYCEE GENERAL,GABRIEL FAURE,PUBLIC,579,248,127,121,2,246,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750685M,LYCEE GENERAL ET TECHNOLOGIQUE,PIERRE-GILLES DE GENNES-ENCPB,PUBLIC,598,197,84,113,0,197,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753268V,LYCEE POLYVALENT,JEAN LURCAT,PUBLIC,271,0,0,0,0,0,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753834K,LYCEE GENERAL PRIVE,YABNE,PRIVE,422,150,82,68,0,150,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753902J,LYCEE GENERAL PRIVE,NOTRE-DAME DE FRANCE,PRIVE,225,75,40,35,0,75,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754042L,LYC POLYVAL PRIVE DES METIERS,LE REBOURS,PRIVE,404,118,50,68,0,118,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754924V,LYC POLYVAL PRIVE DES METIERS,NOTRE-DAME -ST VINCENT DE PAUL,PRIVE,377,125,60,65,3,122,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750689S,LYCEE GENERAL,PAUL BERT,PUBLIC,489,174,93,81,0,174,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750690T,LYCEE GENERAL ET TECHNOLOGIQUE,FRANCOIS VILLON,PUBLIC,387,82,48,34,1,81,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750691U,LPO LYCEE DES METIERS,RASPAIL,PUBLIC,90,0,0,0,0,0,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750692V,LYCEE GENERAL ET TECHNOLOGIQUE,EMILE DUBOIS,PUBLIC,422,91,59,32,2,89,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754045P,LYCEE POLYVALENT PRIVE,CATHERINE LABOURE,PRIVE,244,77,34,43,0,77,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754476H,LPO LYCEE DES METIERS,GUILLAUME TIREL,PUBLIC,68,0,0,0,0,0,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750693W,LYCEE GENERAL,BUFFON,PUBLIC,968,360,194,166,5,338,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750694X,LYCEE GENERAL,CAMILLE SEE,PUBLIC,493,200,84,116,0,200,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750695Y,LPO LYCEE DES METIERS,FRESNEL,PUBLIC,85,0,0,0,0,0,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750696Z,LYCEE GENERAL ET TECHNOLOGIQUE,ROGER VERLOMME,PUBLIC,262,0,0,0,0,0,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0751708Z,LYCEE POLYVALENT,LOUIS ARMAND,PUBLIC,384,73,27,46,1,72,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753874D,LYCEE GENERAL PRIVE,ECOLE ACTIVE JEANNINE MANUEL,PRIVE,524,214,103,111,0,214,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753915Y,LYCEE GENERAL PRIVE,BLOMET,PRIVE,490,167,99,68,57,110,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753916Z,LYCEE GENERAL PRIVE,SAINTE-ELISABETH,PRIVE,258,80,34,46,0,80,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754401B,ETABLISSEMENT EXPERIMENTAL,LYCEE AUTOGERE,PUBLIC,255,80,50,30,4,76,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0754475G,LPO LYCEE DES METIERS,LEONARD DE VINCI,PUBLIC,66,0,0,0,0,0,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750698B,LYCEE GENERAL ET TECHNOLOGIQUE,CLAUDE BERNARD,PUBLIC,623,205,99,106,1,204,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750699C,LYCEE GENERAL ET TECHNOLOGIQUE,JANSON DE SAILLY,PUBLIC,1102,351,203,148,34,268,1
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750700D,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN-BAPTISTE SAY,PUBLIC,834,283,149,134,0,283,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750702F,LYCEE GENERAL,JEAN DE LA FONTAINE,PUBLIC,721,264,144,120,4,177,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0750703G,LYCEE GENERAL,MOLIERE,PUBLIC,635,238,123,115,3,210,21
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753217P,LYCEE POLYVALENT PRIVE,SAINTE-THERESE,PRIVE,28,8,0,8,0,8,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753919C,LYCEE GENERAL PRIVE,PASCAL,PRIVE,235,80,32,48,1,78,0
2022,ILE-DE-FRANCE,PARIS,PARIS,PARIS,0753933T,LYCEE GENERAL PRIVE,SAINT-LOUIS DE GONZAGUE,PRIVE,482,164,82,82,42,122,0
