rentree_scolaire,region_academique,academie,departement,commune,numero_lycee,denomination_principale,patronyme,secteur,nombre_d_eleves,2ndes_gt,2ndes_gt_filles,2ndes_gt_garcons,2ndes_gt_lv1_allemand,2ndes_gt_lv1_anglais,2ndes_gt_lv1_espagnol
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,TOURS,0370728R,LYC GEN TECH PRIVE DES METIERS,NOTRE DAME LA RICHE,PRIVE,573,182,91,91,0,174,8
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,TOURS,0370731U,LYCEE GEN.ET TECHNOL.PRIVE,STE URSULE,PRIVE,786,261,146,115,1,260,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,TOURS,0370881G,LYCEE GEN.ET TECHNOL.PRIVE,MARMOUTIER,PRIVE,164,62,27,35,1,61,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,INDRE-ET-LOIRE,TOURS,0371418R,LYCEE GENERAL ET TECHNOLOGIQUE,JACQUES DE VAUCANSON,PUBLIC,1093,401,205,196,2,399,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,BEAUGENCY,0451484U,LYCEE GENERAL ET TECHNOLOGIQUE,FRANCOIS VILLON,PUBLIC,1255,426,222,204,0,426,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,CHALETTE-SUR-LOING,0451442Y,LYCEE PROFESSIONNEL,CHATEAU BLANC,PUBLIC,79,19,18,1,0,19,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,GIEN,0450029M,LYCEE GENERAL ET TECHNOLOGIQUE,BERNARD PALISSY,PUBLIC,1198,427,213,214,0,427,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,GIEN,0450106W,LYCEE POLYVALENT PRIVE,SAINT FRANCOIS DE SALES,PRIVE,237,77,38,39,0,77,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,INGRE,0451483T,LYCEE POLYVALENT,MAURICE GENEVOIX,PUBLIC,1094,399,194,205,0,399,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,MONTARGIS,0450040Z,LYCEE GENERAL ET TECHNOLOGIQUE,EN FORET,PUBLIC,1398,451,269,182,4,447,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,MONTARGIS,0450107X,LYCEE POLYVALENT PRIVE,SAINT LOUIS,PRIVE,9,0,0,0,0,0,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,OLIVET,0451304Y,LP LYCEE DES METIERS,HOTELIER DE L'ORLEANAIS,PUBLIC,63,0,0,0,0,0,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,ORLEANS,0450049J,LYCEE GENERAL ET TECHNOLOGIQUE,POTHIER,PUBLIC,1213,421,266,155,0,421,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,ORLEANS,0450050K,LYCEE POLYVALENT,JEAN ZAY,PUBLIC,1253,439,258,181,0,439,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,ORLEANS,0450051L,LYCEE POLYVALENT,BENJAMIN FRANKLIN,PUBLIC,1192,390,195,195,0,390,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,ORLEANS,0450110A,LYCEE GEN.ET TECHNOL.PRIVE,SAINT CHARLES,PRIVE,557,206,113,93,0,181,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,ORLEANS,0450757D,LYCEE GEN.ET TECHNOL.PRIVE,STE CROIX ST EUVERTE,PRIVE,1114,396,207,189,1,383,12
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,ORLEANS,0450758E,LYC POLYVAL PRIVE DES METIERS,SAINT PAUL-BOURDON BLANC,PRIVE,353,116,44,72,0,116,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,ORLEANS,0450782F,LYCEE GENERAL ET TECHNOLOGIQUE,VOLTAIRE,PUBLIC,1408,476,244,232,0,476,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,ORLEANS,0451526P,LYCEE GENERAL ET TECHNOLOGIQUE,CHARLES PEGUY,PUBLIC,1414,477,307,170,12,465,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,PITHIVIERS,0450062Y,LYCEE GENERAL ET TECHNOLOGIQUE,DUHAMEL DU MONCEAU,PUBLIC,1119,409,235,174,0,409,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,SAINT-JEAN-DE-BRAYE,0450064A,LP LYCEE DES METIERS,GAUDIER-BRZESKA,PUBLIC,49,0,0,0,0,0,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,SAINT-JEAN-DE-BRAYE,0451462V,LYCEE GENERAL ET TECHNOLOGIQUE,JACQUES MONOD,PUBLIC,1466,527,271,256,0,527,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIRET,VILLEMANDEUR,0450042B,LYCEE GENERAL ET TECHNOLOGIQUE,DURZY,PUBLIC,1319,476,245,231,0,476,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,BLOIS,0410001D,LYCEE POLYVALENT,AUGUSTIN THIERRY,PUBLIC,681,267,131,136,5,231,31
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,BLOIS,0410002E,LYCEE GENERAL ET TECHNOLOGIQUE,FRANCOIS PHILIBERT DESSAIGNES,PUBLIC,1370,418,257,161,0,418,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,BLOIS,0410675L,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE DAME DES AYDES,PRIVE,584,192,112,80,1,190,1
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,BLOIS,0410693F,LYC POLYVAL PRIVE DES METIERS,LA PROVIDENCE,PRIVE,187,35,15,20,0,35,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,BLOIS,0410899E,LYCEE POLYVALENT,VAL DE LOIRE,PUBLIC,107,0,0,0,0,0,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,BLOIS,0410959V,LYCEE GENERAL ET TECHNOLOGIQUE,CAMILLE CLAUDEL,PUBLIC,796,311,166,145,0,311,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,PONTLEVOY,0411071S,LYCEE GENERAL,,PRIVE,269,118,51,67,0,118,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,ROMORANTIN-LANTHENAY,0410017W,LYCEE GENERAL ET TECHNOLOGIQUE,CLAUDE DE FRANCE,PUBLIC,1256,427,248,179,0,427,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,VENDOME,0410030K,LYCEE GENERAL ET TECHNOLOGIQUE,RONSARD,PUBLIC,1031,333,190,143,0,333,0
2022,CENTRE-VAL-DE-LOIRE,ORLEANS-TOURS,LOIR-ET-CHER,VENDOME,0410954P,LYCEE POLYVALENT PRIVE,SAINT JOSEPH,PRIVE,58,22,10,12,0,20,2
2022,CORSE,CORSE,CORSE-DU-SUD,AJACCIO,6200001G,LYCEE GENERAL ET TECHNOLOGIQUE,FESCH,PUBLIC,738,257,146,111,0,257,0
2022,CORSE,CORSE,CORSE-DU-SUD,AJACCIO,6200002H,LYCEE GENERAL ET TECHNOLOGIQUE,LAETITIA BONAPARTE,PUBLIC,1169,405,216,189,0,405,0
2022,CORSE,CORSE,CORSE-DU-SUD,AJACCIO,6200650M,LYCEE GENERAL PRIVE,INSTITUTION SAINT-PAUL,PRIVE,286,76,39,37,0,76,0
2022,CORSE,CORSE,CORSE-DU-SUD,PORTO-VECCHIO,6200063Z,LYCEE POLYVALENT,JEAN PAUL DE ROCCA SERRA,PUBLIC,652,198,104,94,0,198,0
2022,CORSE,CORSE,CORSE-DU-SUD,SARTENE,6200043C,LYCEE POLYVALENT,GEORGES CLEMENCEAU SARTENE,PUBLIC,220,59,28,31,0,54,5
2022,CORSE,CORSE,HAUTE-CORSE,BASTIA,7200009X,LYCEE GENERAL ET TECHNOLOGIQUE,GIOCANTE DE CASABIANCA,PUBLIC,1185,410,250,160,0,410,0
2022,CORSE,CORSE,HAUTE-CORSE,BASTIA,7200011Z,LYCEE PROFESSIONNEL,SCAMARONI,PUBLIC,21,0,0,0,0,0,0
2022,CORSE,CORSE,HAUTE-CORSE,BASTIA,7200073S,LYCEE GENERAL PRIVE,PENSIONNAT JEANNE D ARC,PRIVE,282,90,37,53,0,90,0
2022,CORSE,CORSE,HAUTE-CORSE,BASTIA,7200583W,LYCEE GENERAL ET TECHNOLOGIQUE,PAUL VINCENSINI,PUBLIC,1077,375,193,182,0,375,0
2022,CORSE,CORSE,HAUTE-CORSE,CORTE,7200021K,LYCEE GENERAL ET TECHNOLOGIQUE,PASCAL PAOLI,PUBLIC,288,103,53,50,0,103,0
2022,CORSE,CORSE,HAUTE-CORSE,L'ILE-ROUSSE,7200123W,LYCEE POLYVALENT,DE BALAGNE,PUBLIC,351,120,66,54,0,110,0
2022,CORSE,CORSE,HAUTE-CORSE,PRUNELLI-DI-FIUMORBO,7200719U,LYCEE POLYVALENT,DU FIUM'ORBU,PUBLIC,382,130,58,72,0,130,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,FLAVIGNY-SUR-MOSELLE,0541268K,ETAB.REGIONAL ENSEIGNT ADAPTE,FRANCOIS RICHARD JOUBERT,PUBLIC,25,11,3,8,0,11,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,JARNY,0540076P,LYCEE POLYVALENT,JEAN ZAY,PUBLIC,596,201,107,94,0,201,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,JARVILLE-LA-MALGRANGE,0541986R,LYCEE GENERAL PRIVE,LA MALGRANGE,PRIVE,565,211,109,102,51,160,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,LONGWY,0540030P,LYCEE POLYVALENT,ALFRED MEZIERES,PUBLIC,1460,508,282,226,0,491,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,LONGWY,0541309E,LYCEE GEN.ET TECHNOL.PRIVE,DES RECOLLETS,PRIVE,315,103,54,49,11,92,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,LUNEVILLE,0540034U,LYCEE GENERAL ET TECHNOLOGIQUE,ERNEST BICHAT,PUBLIC,944,336,214,122,0,336,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,LUNEVILLE,0541312H,LYCEE GENERAL PRIVE,SAINT PIERRE FOURIER,PRIVE,122,44,26,18,0,43,1
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,LUNEVILLE,0542293Z,LPO LYCEE DES METIERS,JACQUES-MARIE BOUTET DE MONVEL,PUBLIC,175,76,12,64,0,76,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,NANCY,0540038Y,LYCEE GENERAL ET TECHNOLOGIQUE,HENRI POINCARE,PUBLIC,1293,449,257,192,1,448,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,NANCY,0540039Z,LYCEE GENERAL ET TECHNOLOGIQUE,JEANNE D'ARC,PUBLIC,1008,332,210,122,18,294,20
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,NANCY,0540040A,LYCEE GENERAL ET TECHNOLOGIQUE,FREDERIC CHOPIN,PUBLIC,1023,307,199,108,0,290,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,NANCY,0540041B,LYCEE GENERAL ET TECHNOLOGIQUE,GEORGES DE LA TOUR,PUBLIC,355,128,68,60,5,123,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,NANCY,0540042C,LYCEE GENERAL ET TECHNOLOGIQUE,HENRI LORITZ,PUBLIC,1308,433,116,317,0,433,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,NANCY,0541313J,LYCEE GENERAL PRIVE,SAINT LEON IX,PRIVE,263,99,54,45,0,99,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,NANCY,0541318P,LYCEE GENERAL PRIVE,NOTRE DAME SAINT SIGISBERT,PRIVE,492,181,90,91,14,167,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,NANCY,0541319R,LYCEE GENERAL PRIVE,SAINT DOMINIQUE,PRIVE,137,53,37,16,0,53,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,NANCY,0542161F,LYCEE TECHNOLOGIQUE PRIVE,PIERRE DE COUBERTIN,PRIVE,88,24,2,22,0,24,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,NANCY,0542408Z,LYCEE GEN.ET TECHNOL.PRIVE,CHARLES DE FOUCAULD,PRIVE,202,45,28,17,1,44,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,NANCY,0542448T,LYCEE TECHNOLOGIQUE PRIVE,CLAUDE DAUNOT,PRIVE,30,0,0,0,0,0,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,PONT-A-MOUSSON,0540058V,LYCEE GENERAL ET TECHNOLOGIQUE,JACQUES MARQUETTE,PUBLIC,917,310,187,123,0,310,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,PONT-A-MOUSSON,0541270M,LPO LYCEE DES METIERS,JEAN HANZELET,PUBLIC,307,140,41,99,4,136,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,TOMBLAINE,0540044E,LYCEE GENERAL ET TECHNOLOGIQUE,ARTHUR VAROQUAUX,PUBLIC,1258,355,228,127,0,355,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,TOUL,0540066D,LYCEE GENERAL ET TECHNOLOGIQUE,LOUIS MAJORELLE,PUBLIC,914,317,156,161,4,313,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,TOUL,0541320S,LYCEE GEN.ET TECHNOL.PRIVE,JEAN-BAPTISTE VATELOT,PRIVE,169,76,42,34,0,76,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,VAL DE BRIEY,0541286E,LYCEE GENERAL ET TECHNOLOGIQUE,LOUIS BERTRAND,PUBLIC,924,308,168,140,0,308,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,VAL DE BRIEY,0541305A,LYCEE GEN.ET TECHNOL.PRIVE,L'ASSOMPTION,PRIVE,98,49,29,20,0,49,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,VANDOEUVRE-LES-NANCY,0540070H,LYCEE GENERAL ET TECHNOLOGIQUE,JACQUES CALLOT,PUBLIC,760,227,136,91,4,223,0
2022,GRAND-EST,NANCY-METZ,MEURTHE-ET-MOSELLE,VILLERS-LES-NANCY,0542208G,LYCEE POLYVALENT,STANISLAS,PUBLIC,581,172,88,84,1,171,0
2022,GRAND-EST,NANCY-METZ,MEUSE,BAR-LE-DUC,0550002D,LYCEE GENERAL ET TECHNOLOGIQUE,RAYMOND POINCARE,PUBLIC,946,308,171,137,0,307,1
2022,GRAND-EST,NANCY-METZ,MEUSE,BAR-LE-DUC,0550047C,LYCEE GEN.ET TECHNOL.PRIVE,SAINT LOUIS,PRIVE,229,83,51,32,0,83,0
2022,GRAND-EST,NANCY-METZ,MEUSE,COMMERCY,0550008K,LYCEE POLYVALENT,HENRI VOGT,PUBLIC,556,188,106,82,0,188,0
2022,GRAND-EST,NANCY-METZ,MEUSE,STENAY,0550072E,LYCEE POLYVALENT,ALFRED KASTLER,PUBLIC,245,100,51,49,1,99,0
2022,GRAND-EST,NANCY-METZ,MEUSE,VERDUN,0550025D,LPO LYCEE DES METIERS,JEAN-AUGUSTE MARGUERITTE,PUBLIC,1082,371,217,154,7,364,0
2022,GRAND-EST,NANCY-METZ,MEUSE,VERDUN,0550049E,LYCEE GEN.ET TECHNOL.PRIVE,SAINTE ANNE,PRIVE,183,52,28,24,0,52,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,ALGRANGE,0573366Z,LYCEE TECHNOLOGIQUE PRIVE,SAINT VINCENT DE PAUL,PRIVE,163,46,39,7,0,46,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,BITCHE,0573326F,LYCEE POLYVALENT,LOUIS CASIMIR TEYSSIER,PUBLIC,447,154,84,70,69,85,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,CREUTZWALD,0572022N,LYCEE POLYVALENT,FELIX MAYER,PUBLIC,593,197,107,90,78,119,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,DIEUZE,0570021N,LYCEE POLYVALENT,CHARLES HERMITE,PUBLIC,432,152,79,73,33,119,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,FAMECK,0570023R,LYCEE GENERAL ET TECHNOLOGIQUE,ANTOINE DE SAINT-EXUPERY,PUBLIC,1189,449,217,232,0,449,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,FORBACH,0570029X,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN MOULIN,PUBLIC,550,209,129,80,37,172,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,FORBACH,0570030Y,LPO LYCEE DES METIERS,BLAISE PASCAL,PUBLIC,258,57,34,23,19,38,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,FORBACH,0572340J,LYCEE GEN.ET TECHNOL.PRIVE,ANTOINE GAPP,PRIVE,234,80,45,35,6,74,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,METZ,0570054Z,LYCEE GENERAL ET TECHNOLOGIQUE,FABERT,PUBLIC,1167,404,233,171,37,367,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,METZ,0570057C,LYCEE GENERAL ET TECHNOLOGIQUE,ROBERT SCHUMAN,PUBLIC,1010,312,170,142,0,312,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,METZ,0570058D,LYCEE GENERAL ET TECHNOLOGIQUE,LOUIS VINCENT,PUBLIC,1348,457,207,250,0,457,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,METZ,0570311D,LYCEE GEN.ET TECHNOL.PRIVE,DE LA SALLE,PRIVE,537,191,83,108,0,191,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,METZ,0572757M,LYCEE GENERAL ET TECHNOLOGIQUE,GEORGES DE LA TOUR,PUBLIC,1486,499,362,137,41,458,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,METZ,0573227Y,LYCEE POLYVALENT,LOUIS DE CORMONTAIGNE,PUBLIC,847,334,146,188,10,315,8
2022,GRAND-EST,NANCY-METZ,MOSELLE,METZ,0573281G,LYCEE GENERAL ET TECHNOLOGIQUE,DE LA COMMUNICATION,PUBLIC,1056,367,209,158,0,367,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,METZ,0573320Z,LPO LYCEE DES METIERS,HOTELIER RAYMOND MONDON,PUBLIC,121,0,0,0,0,0,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,METZ,0573770N,LYCEE GEN.ET TECHNOL.PRIVE,LYCEE PRIVE ST ETIENNE,PRIVE,227,54,29,25,0,54,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,MONTIGNY-LES-METZ,0572341K,LYCEE GENERAL PRIVE,JEAN XXIII,PRIVE,563,198,91,107,0,198,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,PELTRE,0570210U,LYCEE TECHNOLOGIQUE PRIVE,NOTRE DAME,PRIVE,75,21,8,13,0,21,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,PHALSBOURG,0570081D,LYCEE GENERAL ET TECHNOLOGIQUE,ERCKMANN CHATRIAN,PUBLIC,265,94,58,36,12,82,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,PHALSBOURG,0570211V,LYCEE GENERAL PRIVE,SAINT ANTOINE,PRIVE,231,86,51,35,0,86,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,ROMBAS,0570146Z,LYCEE POLYVALENT,JULIE DAUBIE,PUBLIC,953,315,162,153,0,315,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,SAINT-AVOLD,0570085H,LPO LYCEE DES METIERS,JEAN-VICTOR PONCELET,PUBLIC,1078,383,243,140,99,284,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,SAINT-AVOLD,0570087K,LPO LYCEE DES METIERS,ET DES TECHNO INNOV. C. JULLY,PUBLIC,808,266,100,166,32,234,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,SAINT-AVOLD,0573172N,LYCEE TECHNOLOGIQUE PRIVE,SAINTE CHRETIENNE,PRIVE,71,10,8,2,1,9,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,SARREBOURG,0570094T,LYCEE POLYVALENT,MANGIN,PUBLIC,872,308,163,145,44,263,1
2022,GRAND-EST,NANCY-METZ,MOSELLE,SARREGUEMINES,0570098X,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN DE PANGE,PUBLIC,1067,378,213,165,107,271,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,SARREGUEMINES,0570099Y,LPO LYCEE DES METIERS,HENRI NOMINE,PUBLIC,436,109,44,65,88,20,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,SARREGUEMINES,0570214Y,LYCEE GENERAL PRIVE,SAINTE CHRETIENNE,PRIVE,160,48,27,21,12,36,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,SCHOENECK,0573231C,LPO LYCEE DES METIERS,CONDORCET,PUBLIC,428,145,51,94,83,62,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,TALANGE,0572590F,LPO LYCEE DES METIERS,GUSTAVE EIFFEL,PUBLIC,77,25,6,19,0,25,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,THIONVILLE,0570106F,LYCEE GENERAL,CHARLEMAGNE,PUBLIC,811,322,180,142,56,266,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,THIONVILLE,0570107G,LYCEE GENERAL,HELENE BOUCHER,PUBLIC,1014,401,213,188,0,401,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,THIONVILLE,0570108H,LPO LYCEE DES METIERS,LA BRIQUERIE,PUBLIC,241,69,10,59,2,67,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,THIONVILLE,0570216A,LYCEE GENERAL PRIVE,SAINT PIERRE CHANEL,PRIVE,893,314,161,153,0,314,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,THIONVILLE,0570313F,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE DAME DE LA PROVIDENCE,PRIVE,849,287,162,125,0,287,0
2022,GRAND-EST,NANCY-METZ,MOSELLE,THIONVILLE,0572027U,LYCEE POLYVALENT,ROSA PARKS,PUBLIC,974,237,149,88,23,214,0
2022,GRAND-EST,NANCY-METZ,VOSGES,BRUYERES,0880004B,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN LURCAT,PUBLIC,350,139,78,61,0,139,0
2022,GRAND-EST,NANCY-METZ,VOSGES,EPINAL,0880019T,LYCEE GENERAL ET TECHNOLOGIQUE,LOUIS LAPICQUE,PUBLIC,1155,315,189,126,0,315,0
2022,GRAND-EST,NANCY-METZ,VOSGES,EPINAL,0880020U,LYCEE GENERAL,CLAUDE GELLEE,PUBLIC,808,296,186,110,10,286,0
2022,GRAND-EST,NANCY-METZ,VOSGES,EPINAL,0880021V,LPO LYCEE DES METIERS,PIERRE MENDES FRANCE,PUBLIC,592,199,68,131,5,194,0
2022,GRAND-EST,NANCY-METZ,VOSGES,EPINAL,0880101G,LYCEE GEN.ET TECHNOL.PRIVE,NOTRE DAME - SAINT JOSEPH,PRIVE,371,131,64,67,32,53,29
2022,GRAND-EST,NANCY-METZ,VOSGES,GERARDMER,0880030E,LYCEE GENERAL,LA HAIE GRISELLE,PUBLIC,473,152,81,71,8,144,0
2022,GRAND-EST,NANCY-METZ,VOSGES,GERARDMER,0881664F,LPO LYCEE DES METIERS,HOTELIER J-B SIMEON CHARDIN,PUBLIC,74,0,0,0,0,0,0
2022,GRAND-EST,NANCY-METZ,VOSGES,MIRECOURT,0880036L,LYCEE GENERAL ET TECHNOLOGIQUE,JEAN-BAPTISTE VUILLAUME,PUBLIC,516,167,80,87,0,167,0
2022,GRAND-EST,NANCY-METZ,VOSGES,NEUFCHATEAU,0880040R,LPO LYCEE DES METIERS,PIERRE ET MARIE CURIE,PUBLIC,501,169,103,66,5,164,0
2022,GRAND-EST,NANCY-METZ,VOSGES,REMIREMONT,0880097C,LYCEE GEN.ET TECHNOL.PRIVE,JEANNE D'ARC,PRIVE,212,65,40,25,0,65,0
2022,GRAND-EST,NANCY-METZ,VOSGES,REMIREMONT,0880153N,LPO LYCEE DES METIERS,FILIERE BOIS ANDRE MALRAUX,PUBLIC,996,350,184,166,0,350,0
2022,GRAND-EST,NANCY-METZ,VOSGES,SAINT-DIE-DES-VOSGES,0880055G,LYCEE GENERAL ET TECHNOLOGIQUE,JULES FERRY,PUBLIC,641,220,165,55,0,220,0
2022,GRAND-EST,NANCY-METZ,VOSGES,SAINT-DIE-DES-VOSGES,0880099E,LYCEE GEN.ET TECHNOL.PRIVE,BEAU JARDIN,PRIVE,221,81,55,26,0,81,0
2022,GRAND-EST,NANCY-METZ,VOSGES,SAINT-DIE-DES-VOSGES,0880152M,LPO LYCEE DES METIERS,GEORGES BAUMONT,PUBLIC,383,125,43,82,0,125,0
2022,GRAND-EST,REIMS,ARDENNES,BAZEILLES,0081047V,LPO LYCEE DES METIERS,BAZEILLES,PUBLIC,78,0,0,0,0,0,0
2022,GRAND-EST,REIMS,ARDENNES,CHARLEVILLE-MEZIERES,0080006N,LYCEE GENERAL,CHANZY,PUBLIC,622,212,140,72,0,212,0
2022,GRAND-EST,REIMS,ARDENNES,CHARLEVILLE-MEZIERES,0080007P,LYCEE GENERAL ET TECHNOLOGIQUE,SEVIGNE,PUBLIC,813,244,145,99,17,225,2
2022,GRAND-EST,REIMS,ARDENNES,CHARLEVILLE-MEZIERES,0080008R,LPO LYCEE DES METIERS,FRANCOIS BAZIN,PUBLIC,417,140,38,102,21,118,1
2022,GRAND-EST,REIMS,ARDENNES,CHARLEVILLE-MEZIERES,0080027L,LYCEE GENERAL ET TECHNOLOGIQUE,MONGE,PUBLIC,392,140,68,72,20,120,0
2022,GRAND-EST,REIMS,ARDENNES,CHARLEVILLE-MEZIERES,0080082W,LYCEE POLYVALENT PRIVE,SAINT PAUL,PRIVE,423,151,80,71,0,151,0
2022,GRAND-EST,REIMS,ARDENNES,GIVET,0080018B,LYCEE GENERAL,VAUBAN,PUBLIC,225,98,47,51,0,98,0
2022,GRAND-EST,REIMS,ARDENNES,RETHEL,0080039Z,LYCEE POLYVALENT,PAUL VERLAINE,PUBLIC,558,182,102,80,24,158,0
2022,GRAND-EST,REIMS,ARDENNES,REVIN,0080040A,LYCEE POLYVALENT,JEAN MOULIN,PUBLIC,249,95,61,34,0,95,0
